team_id,region,explorations
23,hybrid-cryptic-level,22
23,bumblebee-level-3,2
23,bumblebee-level-0,2
23,takoyaki-level,13
23,wordplay-cryptic-level,7
23,devilry-cryptic-level,9
23,ham-sandwich-level,3
26,Crossword,663
26,Mystery,548
26,Aromatic Stock,346
26,Trivia,445
26,slitherlink-level-1,107
26,slitherlink-level-5,35
26,slitherlink-level-7,103
26,slitherlink-level-6,78
26,Worthwhile Suit,184
26,The Tortured Programmers Department,142
26,slitherlink-level-3,11
26,slitherlink-level-9,6
26,slitherlink-level-4,21
26,slitherlink-level-8,73
26,slitherlink-level-10,132
26,bumblebee-level-0,83
26,choco-banana-level,159
26,coffee-milk-level,96
26,slitherlink-level-11,6
26,milk-tea-level,37
26,slitherlink-level-2,66
26,norinori-level,29
26,bumblebee-level-1,28
26,roma-level,42
26,bumblebee-level-2,22
26,ham-sandwich-level,66
26,slitherlink-level-12,171
26,lollipops-level,39
26,hybrid-cryptic-level,69
26,bumblebee-level-3,19
26,takoyaki-level,80
26,bumblebee-level-6,5
26,bumblebee-level-5,21
26,Doubles Games,255
26,bumblebee-level-4,70
26,devilry-cryptic-level,104
26,bumblebee-level-9,49
26,wordplay-cryptic-level,77
26,bumblebee-level-7,68
26,bumblebee-level-8,16
265,Crossword,645
265,Trivia,634
265,Mystery,493
265,Aromatic Stock,420
265,Worthwhile Suit,747
265,slitherlink-level-1,118
265,slitherlink-level-5,53
265,Doubles Games,774
265,slitherlink-level-7,82
265,slitherlink-level-6,90
265,The Tortured Programmers Department,563
265,takoyaki-level,205
265,slitherlink-level-4,16
265,slitherlink-level-3,13
265,slitherlink-level-9,6
265,fire-level,14
265,fly-level,14
265,firefly-level,342
265,slitherlink-level-8,47
265,wordplay-cryptic-level,49
265,bumblebee-level-0,15
265,slitherlink-level-10,90
265,slitherlink-level-11,6
265,slitherlink-level-12,48
265,choco-banana-level,57
265,ham-sandwich-level,76
265,norinori-level,116
265,coffee-milk-level,57
265,bumblebee-level-1,12
265,slitherlink-level-2,48
265,bumblebee-level-3,26
265,bumblebee-level-2,18
265,lollipops-level,52
265,bumblebee-level-6,11
265,milk-tea-level,41
265,devilry-cryptic-level,14
265,roma-level,37
265,bumblebee-level-8,20
265,bumblebee-level-4,6
265,hybrid-cryptic-level,13
265,bumblebee-level-5,34
265,bumblebee-level-9,4
265,tomato-soup-level,9
265,bumblebee-level-7,53
28,Crossword,838
28,Trivia,457
28,Mystery,580
28,Aromatic Stock,700
28,Worthwhile Suit,651
28,The Tortured Programmers Department,15
28,slitherlink-level-1,136
28,slitherlink-level-5,92
28,slitherlink-level-4,35
28,slitherlink-level-3,19
28,slitherlink-level-9,6
28,Doubles Games,102
28,slitherlink-level-8,47
28,slitherlink-level-6,76
28,slitherlink-level-10,112
28,slitherlink-level-7,9
28,slitherlink-level-11,7
28,slitherlink-level-12,47
28,hybrid-cryptic-level,5
28,slitherlink-level-2,39
28,bumblebee-level-1,21
28,bumblebee-level-3,5
298,Crossword,718
298,Trivia,595
298,Aromatic Stock,433
298,Mystery,374
298,Worthwhile Suit,637
298,slitherlink-level-1,99
298,The Tortured Programmers Department,131
298,slitherlink-level-5,32
298,slitherlink-level-7,80
298,wordplay-cryptic-level,135
298,slitherlink-level-6,79
298,takoyaki-level,66
298,devilry-cryptic-level,107
298,slitherlink-level-9,6
298,slitherlink-level-8,46
298,choco-banana-level,37
298,norinori-level,33
298,lollipops-level,26
298,coffee-milk-level,47
298,slitherlink-level-3,9
298,milk-tea-level,41
298,roma-level,64
298,slitherlink-level-4,16
298,slitherlink-level-2,45
298,bumblebee-level-1,30
298,ham-sandwich-level,74
298,slitherlink-level-10,87
298,bumblebee-level-0,2
298,slitherlink-level-11,6
298,slitherlink-level-12,49
298,hybrid-cryptic-level,75
298,Doubles Games,183
298,fire-level,11
298,fly-level,22
298,firefly-level,334
298,tomato-soup-level,7
33,Crossword,941
33,Mystery,1125
33,Trivia,522
33,Aromatic Stock,382
33,The Tortured Programmers Department,217
33,Worthwhile Suit,765
33,Doubles Games,1066
33,slitherlink-level-1,95
33,slitherlink-level-9,15
33,slitherlink-level-6,76
33,slitherlink-level-5,38
33,slitherlink-level-4,20
33,takoyaki-level,70
33,slitherlink-level-8,49
33,slitherlink-level-3,8
33,slitherlink-level-2,44
33,choco-banana-level,209
33,slitherlink-level-10,87
33,slitherlink-level-7,80
33,slitherlink-level-11,6
33,slitherlink-level-12,54
33,norinori-level,149
33,hybrid-cryptic-level,99
33,lollipops-level,55
33,coffee-milk-level,42
33,milk-tea-level,39
33,roma-level,45
33,bumblebee-level-1,37
33,ham-sandwich-level,135
33,wordplay-cryptic-level,79
33,bumblebee-level-3,45
33,bumblebee-level-0,130
33,bumblebee-level-4,125
33,bumblebee-level-2,74
33,bumblebee-level-6,14
33,devilry-cryptic-level,44
33,bumblebee-level-5,35
33,bumblebee-level-8,37
33,bumblebee-level-7,65
33,bumblebee-level-9,4
33,fire-level,11
33,fly-level,16
33,firefly-level,384
33,tomato-soup-level,10
364,Crossword,875
364,Mystery,821
364,Aromatic Stock,939
364,Trivia,434
364,Worthwhile Suit,653
364,The Tortured Programmers Department,424
364,slitherlink-level-1,606
364,slitherlink-level-5,325
364,Doubles Games,922
364,slitherlink-level-6,77
364,slitherlink-level-7,78
364,wordplay-cryptic-level,1
364,devilry-cryptic-level,6
364,slitherlink-level-10,85
364,slitherlink-level-9,7
364,slitherlink-level-11,8
364,hybrid-cryptic-level,14
364,slitherlink-level-3,13
364,slitherlink-level-12,49
364,slitherlink-level-4,28
364,slitherlink-level-8,46
364,choco-banana-level,118
364,takoyaki-level,68
364,slitherlink-level-2,51
364,norinori-level,44
364,roma-level,38
364,milk-tea-level,44
364,lollipops-level,34
364,coffee-milk-level,51
364,ham-sandwich-level,63
37,Crossword,684
37,Trivia,360
37,Aromatic Stock,306
37,Mystery,531
37,Worthwhile Suit,1073
37,The Tortured Programmers Department,197
37,slitherlink-level-1,122
37,slitherlink-level-5,26
37,slitherlink-level-6,74
37,slitherlink-level-7,80
37,slitherlink-level-10,87
37,slitherlink-level-4,17
37,slitherlink-level-9,7
37,slitherlink-level-8,47
37,slitherlink-level-3,10
37,slitherlink-level-11,6
37,slitherlink-level-12,51
37,hybrid-cryptic-level,75
37,slitherlink-level-2,48
37,takoyaki-level,59
37,choco-banana-level,35
37,devilry-cryptic-level,79
37,lollipops-level,10
37,ham-sandwich-level,120
37,coffee-milk-level,39
37,norinori-level,28
37,milk-tea-level,35
37,roma-level,42
37,wordplay-cryptic-level,79
37,Doubles Games,1074
37,bumblebee-level-3,80
37,bumblebee-level-1,21
37,bumblebee-level-2,11
37,bumblebee-level-6,7
37,bumblebee-level-0,40
37,bumblebee-level-5,36
37,bumblebee-level-8,27
37,bumblebee-level-7,93
37,bumblebee-level-4,5
37,fly-level,27
37,fire-level,9
37,firefly-level,637
37,bumblebee-level-9,2
37,tomato-soup-level,7
38,Crossword,625
38,Mystery,410
38,Trivia,324
38,Aromatic Stock,312
38,Worthwhile Suit,346
38,The Tortured Programmers Department,407
38,slitherlink-level-1,122
38,slitherlink-level-5,26
38,slitherlink-level-7,83
38,slitherlink-level-6,75
38,slitherlink-level-10,91
38,slitherlink-level-11,6
38,slitherlink-level-9,6
38,slitherlink-level-12,46
38,slitherlink-level-4,16
38,slitherlink-level-8,51
38,slitherlink-level-3,11
38,slitherlink-level-2,57
38,choco-banana-level,204
38,bumblebee-level-1,79
38,takoyaki-level,62
38,ham-sandwich-level,93
38,hybrid-cryptic-level,73
38,norinori-level,32
38,lollipops-level,10
38,coffee-milk-level,39
38,milk-tea-level,35
38,roma-level,37
38,bumblebee-level-0,31
38,Doubles Games,730
38,bumblebee-level-2,22
38,bumblebee-level-3,10
38,bumblebee-level-6,10
38,bumblebee-level-8,44
38,wordplay-cryptic-level,126
38,bumblebee-level-5,24
38,bumblebee-level-7,33
38,bumblebee-level-9,32
38,devilry-cryptic-level,97
38,bumblebee-level-4,62
38,fire-level,22
38,fly-level,21
38,firefly-level,271
38,tomato-soup-level,7
40,Crossword,184
43,Crossword,897
43,Mystery,549
43,Aromatic Stock,363
43,Trivia,518
43,slitherlink-level-1,91
43,slitherlink-level-5,28
43,slitherlink-level-3,15
43,slitherlink-level-9,10
43,slitherlink-level-4,27
43,slitherlink-level-10,92
43,slitherlink-level-7,78
43,Worthwhile Suit,299
43,slitherlink-level-11,6
43,bumblebee-level-0,16
43,slitherlink-level-12,49
43,slitherlink-level-6,73
43,slitherlink-level-8,46
43,choco-banana-level,56
43,slitherlink-level-2,45
43,lollipops-level,10
43,norinori-level,28
43,milk-tea-level,35
43,coffee-milk-level,39
43,roma-level,40
43,takoyaki-level,68
43,ham-sandwich-level,88
43,hybrid-cryptic-level,85
43,The Tortured Programmers Department,194
43,devilry-cryptic-level,119
43,wordplay-cryptic-level,94
43,Doubles Games,955
43,bumblebee-level-1,54
43,bumblebee-level-3,18
43,fly-level,15
43,fire-level,9
43,firefly-level,343
43,bumblebee-level-4,56
43,tomato-soup-level,9
43,bumblebee-level-2,11
43,bumblebee-level-6,5
43,bumblebee-level-5,17
43,bumblebee-level-7,55
43,bumblebee-level-8,26
43,bumblebee-level-9,18
463,Crossword,95
498,Crossword,764
498,Trivia,667
498,Mystery,334
498,Aromatic Stock,561
498,Worthwhile Suit,453
498,The Tortured Programmers Department,232
498,slitherlink-level-1,97
498,slitherlink-level-5,32
498,slitherlink-level-6,83
498,slitherlink-level-7,82
498,slitherlink-level-9,7
498,slitherlink-level-4,31
498,slitherlink-level-10,96
498,slitherlink-level-3,8
498,takoyaki-level,106
498,wordplay-cryptic-level,141
498,devilry-cryptic-level,70
498,slitherlink-level-8,47
498,bumblebee-level-0,35
498,slitherlink-level-2,46
498,choco-banana-level,39
498,bumblebee-level-1,15
498,norinori-level,31
498,ham-sandwich-level,92
498,lollipops-level,13
498,coffee-milk-level,158
498,milk-tea-level,42
498,slitherlink-level-11,7
498,slitherlink-level-12,52
498,roma-level,43
498,Doubles Games,539
498,hybrid-cryptic-level,71
498,bumblebee-level-3,20
498,bumblebee-level-5,30
498,bumblebee-level-2,19
498,bumblebee-level-6,7
498,bumblebee-level-4,43
498,bumblebee-level-7,47
498,bumblebee-level-9,13
498,bumblebee-level-8,25
498,fire-level,14
498,fly-level,18
498,firefly-level,223
498,tomato-soup-level,7
500,Crossword,822
500,Trivia,621
500,Mystery,528
500,Aromatic Stock,376
500,Worthwhile Suit,301
500,The Tortured Programmers Department,314
500,slitherlink-level-1,92
500,Doubles Games,671
500,slitherlink-level-5,43
500,slitherlink-level-4,18
500,slitherlink-level-9,6
500,slitherlink-level-8,46
500,slitherlink-level-3,23
500,choco-banana-level,131
500,slitherlink-level-10,87
500,slitherlink-level-7,87
500,slitherlink-level-11,6
500,slitherlink-level-12,46
500,slitherlink-level-6,89
500,hybrid-cryptic-level,103
500,slitherlink-level-2,57
500,devilry-cryptic-level,96
500,ham-sandwich-level,96
500,norinori-level,73
500,roma-level,39
500,coffee-milk-level,42
500,fly-level,31
500,fire-level,10
500,lollipops-level,8
500,milk-tea-level,46
500,wordplay-cryptic-level,59
500,bumblebee-level-3,4
500,firefly-level,1
500,takoyaki-level,159
501,Crossword,589
501,Trivia,368
501,Mystery,582
501,Aromatic Stock,665
501,Worthwhile Suit,411
501,The Tortured Programmers Department,237
501,slitherlink-level-1,148
501,slitherlink-level-5,69
501,slitherlink-level-6,77
501,ham-sandwich-level,128
501,slitherlink-level-7,81
501,slitherlink-level-3,10
501,choco-banana-level,43
501,slitherlink-level-9,7
501,coffee-milk-level,45
501,slitherlink-level-4,17
501,takoyaki-level,80
501,slitherlink-level-8,49
501,milk-tea-level,35
501,norinori-level,29
501,lollipops-level,10
501,bumblebee-level-1,114
501,roma-level,41
501,slitherlink-level-10,84
501,slitherlink-level-11,6
501,slitherlink-level-12,59
501,Doubles Games,283
501,devilry-cryptic-level,25
501,slitherlink-level-2,51
501,bumblebee-level-0,19
501,fire-level,14
501,fly-level,15
501,firefly-level,854
501,bumblebee-level-2,25
501,bumblebee-level-3,10
501,bumblebee-level-6,7
501,bumblebee-level-8,23
501,bumblebee-level-4,161
501,bumblebee-level-7,54
501,bumblebee-level-5,22
501,bumblebee-level-9,26
501,hybrid-cryptic-level,95
501,tomato-soup-level,7
501,wordplay-cryptic-level,78
529,Crossword,625
529,Aromatic Stock,288
529,Trivia,401
529,Mystery,551
529,Worthwhile Suit,296
529,The Tortured Programmers Department,81
529,slitherlink-level-1,182
529,slitherlink-level-5,32
529,Doubles Games,1804
529,slitherlink-level-7,95
529,slitherlink-level-3,24
529,slitherlink-level-9,6
529,slitherlink-level-6,75
529,slitherlink-level-4,88
529,takoyaki-level,69
529,slitherlink-level-10,105
529,slitherlink-level-8,46
529,slitherlink-level-2,44
529,slitherlink-level-11,8
529,choco-banana-level,39
529,devilry-cryptic-level,117
529,slitherlink-level-12,46
529,hybrid-cryptic-level,91
529,wordplay-cryptic-level,88
529,coffee-milk-level,44
529,ham-sandwich-level,66
529,norinori-level,38
529,milk-tea-level,35
529,bumblebee-level-3,18
529,lollipops-level,10
529,roma-level,38
529,bumblebee-level-1,10
529,bumblebee-level-0,16
529,bumblebee-level-2,124
529,bumblebee-level-5,18
529,bumblebee-level-6,16
529,bumblebee-level-8,13
529,bumblebee-level-4,46
529,bumblebee-level-9,9
529,bumblebee-level-7,37
529,fire-level,9
529,fly-level,14
529,firefly-level,291
529,tomato-soup-level,7
595,Crossword,816
595,Mystery,550
595,Aromatic Stock,198
595,Trivia,382
595,Worthwhile Suit,587
595,The Tortured Programmers Department,307
595,slitherlink-level-1,108
595,slitherlink-level-5,54
595,slitherlink-level-4,24
595,slitherlink-level-3,23
595,slitherlink-level-6,118
595,slitherlink-level-7,84
595,slitherlink-level-9,9
595,slitherlink-level-10,86
595,slitherlink-level-2,47
595,slitherlink-level-8,46
595,slitherlink-level-11,6
595,slitherlink-level-12,46
595,choco-banana-level,134
595,hybrid-cryptic-level,66
595,bumblebee-level-1,67
595,Doubles Games,713
595,ham-sandwich-level,72
595,norinori-level,63
595,coffee-milk-level,61
595,takoyaki-level,84
595,wordplay-cryptic-level,199
595,lollipops-level,22
595,milk-tea-level,38
595,devilry-cryptic-level,155
595,roma-level,48
595,bumblebee-level-2,16
595,bumblebee-level-3,17
595,bumblebee-level-0,12
595,bumblebee-level-6,11
595,bumblebee-level-5,22
595,bumblebee-level-7,48
595,bumblebee-level-8,5
595,bumblebee-level-4,43
595,bumblebee-level-9,16
595,fire-level,29
595,fly-level,14
595,firefly-level,42
596,Crossword,722
596,Mystery,523
596,Aromatic Stock,361
596,Trivia,521
596,Worthwhile Suit,208
596,The Tortured Programmers Department,196
596,Doubles Games,448
596,slitherlink-level-5,26
596,slitherlink-level-1,87
596,slitherlink-level-7,77
596,slitherlink-level-9,6
596,slitherlink-level-4,16
596,slitherlink-level-6,80
596,slitherlink-level-3,13
596,bumblebee-level-0,22
596,slitherlink-level-8,47
596,slitherlink-level-12,46
596,slitherlink-level-11,6
596,choco-banana-level,3
596,wordplay-cryptic-level,24
596,bumblebee-level-1,9
596,norinori-level,34
596,bumblebee-level-2,16
596,bumblebee-level-3,15
596,bumblebee-level-6,10
596,bumblebee-level-4,56
596,bumblebee-level-8,12
596,roma-level,36
596,hybrid-cryptic-level,5
596,slitherlink-level-2,44
596,slitherlink-level-10,89
596,milk-tea-level,39
596,bumblebee-level-5,49
596,lollipops-level,27
596,coffee-milk-level,5
596,takoyaki-level,59
596,ham-sandwich-level,65
596,bumblebee-level-9,13
596,bumblebee-level-7,13
596,devilry-cryptic-level,5
663,Crossword,633
663,Mystery,586
663,Trivia,381
663,Aromatic Stock,321
663,The Tortured Programmers Department,171
663,Worthwhile Suit,706
663,slitherlink-level-1,118
663,slitherlink-level-5,43
663,slitherlink-level-7,92
663,slitherlink-level-6,78
663,slitherlink-level-9,6
663,slitherlink-level-4,18
663,slitherlink-level-8,56
663,slitherlink-level-3,9
663,slitherlink-level-10,86
663,slitherlink-level-2,57
663,choco-banana-level,75
663,norinori-level,47
663,ham-sandwich-level,103
663,coffee-milk-level,42
663,lollipops-level,25
663,devilry-cryptic-level,65
663,bumblebee-level-0,39
663,milk-tea-level,35
663,roma-level,37
663,bumblebee-level-1,27
663,wordplay-cryptic-level,106
663,slitherlink-level-11,6
663,slitherlink-level-12,46
663,takoyaki-level,62
663,Doubles Games,42
663,bumblebee-level-2,74
663,fire-level,9
663,bumblebee-level-3,13
663,fly-level,14
663,firefly-level,255
663,bumblebee-level-5,24
663,bumblebee-level-4,96
663,bumblebee-level-6,12
663,bumblebee-level-8,27
663,bumblebee-level-9,27
663,bumblebee-level-7,88
663,hybrid-cryptic-level,69
663,tomato-soup-level,7
727,Crossword,644
727,Mystery,568
727,Aromatic Stock,335
727,Trivia,352
727,Worthwhile Suit,410
727,The Tortured Programmers Department,698
727,Doubles Games,1030
727,slitherlink-level-1,85
727,slitherlink-level-3,9
727,slitherlink-level-4,16
727,slitherlink-level-9,6
727,takoyaki-level,70
727,slitherlink-level-5,29
727,bumblebee-level-0,27
727,slitherlink-level-7,89
727,choco-banana-level,40
727,norinori-level,40
727,lollipops-level,14
727,coffee-milk-level,59
727,slitherlink-level-10,98
727,milk-tea-level,36
727,roma-level,37
727,slitherlink-level-11,6
727,hybrid-cryptic-level,79
727,slitherlink-level-12,46
727,slitherlink-level-6,139
727,devilry-cryptic-level,73
727,ham-sandwich-level,68
727,slitherlink-level-2,49
727,slitherlink-level-8,47
727,bumblebee-level-1,11
727,bumblebee-level-2,13
727,bumblebee-level-3,20
727,bumblebee-level-6,62
727,fire-level,9
727,fly-level,14
727,firefly-level,174
727,wordplay-cryptic-level,113
727,bumblebee-level-5,78
727,bumblebee-level-4,34
727,bumblebee-level-8,62
793,Crossword,1245
793,Trivia,661
793,Mystery,372
793,Aromatic Stock,219
793,Worthwhile Suit,23
793,slitherlink-level-1,261
793,The Tortured Programmers Department,2
793,slitherlink-level-5,27
793,slitherlink-level-4,36
793,slitherlink-level-9,6
793,slitherlink-level-3,8
793,slitherlink-level-7,83
793,slitherlink-level-8,52
793,choco-banana-level,6
793,slitherlink-level-10,129
793,slitherlink-level-6,2
793,slitherlink-level-11,6
795,Crossword,778
795,Mystery,595
795,Aromatic Stock,312
795,Trivia,415
795,slitherlink-level-1,87
795,slitherlink-level-9,27
795,slitherlink-level-5,45
795,slitherlink-level-4,45
795,slitherlink-level-3,9
795,The Tortured Programmers Department,128
795,Worthwhile Suit,23
795,slitherlink-level-8,47
795,choco-banana-level,152
795,slitherlink-level-10,87
795,slitherlink-level-7,78
795,slitherlink-level-11,6
795,slitherlink-level-12,48
795,slitherlink-level-6,73
795,hybrid-cryptic-level,77
795,devilry-cryptic-level,104
795,takoyaki-level,8
795,slitherlink-level-2,51
795,wordplay-cryptic-level,62
795,bumblebee-level-1,1
8,Crossword,776
8,Mystery,337
8,Trivia,415
8,Aromatic Stock,312
8,Worthwhile Suit,495
8,slitherlink-level-1,188
8,The Tortured Programmers Department,190
8,slitherlink-level-5,31
8,takoyaki-level,94
8,slitherlink-level-8,46
8,slitherlink-level-7,77
8,slitherlink-level-4,40
8,slitherlink-level-2,88
8,slitherlink-level-6,78
8,slitherlink-level-3,8
8,slitherlink-level-9,7
8,choco-banana-level,37
8,slitherlink-level-10,87
8,slitherlink-level-11,6
8,slitherlink-level-12,47
8,norinori-level,98
8,lollipops-level,13
8,ham-sandwich-level,75
8,hybrid-cryptic-level,91
8,milk-tea-level,39
8,coffee-milk-level,48
8,devilry-cryptic-level,91
8,roma-level,46
8,Doubles Games,246
8,wordplay-cryptic-level,65
8,bumblebee-level-1,13
8,bumblebee-level-2,35
8,bumblebee-level-0,23
8,bumblebee-level-3,11
8,bumblebee-level-6,20
8,bumblebee-level-5,24
8,bumblebee-level-4,81
8,bumblebee-level-7,102
8,bumblebee-level-9,23
8,bumblebee-level-8,1
8,fire-level,18
