"id","timestamp","team_id","gacha_currency_delta","type","banner_slug","puzzle_slug","quest_slug","event_number","submitted_answer","guess_status","client_id","data","internal_data"
1775,"2026-01-17 12:44:13.017598-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,3,NULL,NULL,NULL,"{""clue_id"": ""words-1""}",NULL
1776,"2026-01-17 12:44:13.017598-05",33,-100,"clue_pulled","words","charfactor",NULL,4,NULL,NULL,NULL,"{""clue_id"": ""words-27""}",NULL
1777,"2026-01-17 12:44:13.017598-05",33,-100,"clue_pulled","words","charfactor",NULL,5,NULL,NULL,NULL,"{""clue_id"": ""words-28""}",NULL
1778,"2026-01-17 12:44:13.017598-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,6,NULL,NULL,NULL,"{""clue_id"": ""words-0""}",NULL
1779,"2026-01-17 12:44:13.017598-05",33,-100,"clue_pulled","words","charfactor",NULL,7,NULL,NULL,NULL,"{""clue_id"": ""words-29""}",NULL
1780,"2026-01-17 12:44:13.017598-05",33,-100,"clue_pulled","words","charfactor",NULL,8,NULL,NULL,NULL,"{""clue_id"": ""words-25""}",NULL
1781,"2026-01-17 12:44:13.017598-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,9,NULL,NULL,NULL,"{""clue_id"": ""words-4""}",NULL
1782,"2026-01-17 12:44:13.017598-05",33,-100,"clue_pulled","words","charfactor",NULL,10,NULL,NULL,NULL,"{""clue_id"": ""words-26""}",NULL
1783,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,11,NULL,NULL,NULL,"{""clue_id"": ""words-3""}",NULL
1784,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,12,NULL,NULL,NULL,"{""clue_id"": ""words-14""}",NULL
1785,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,13,NULL,NULL,NULL,"{""clue_id"": ""words-4""}",NULL
1786,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","charfactor",NULL,14,NULL,NULL,NULL,"{""clue_id"": ""words-25""}",NULL
1787,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","charfactor",NULL,15,NULL,NULL,NULL,"{""clue_id"": ""words-26""}",NULL
1788,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","charfactor",NULL,16,NULL,NULL,NULL,"{""clue_id"": ""words-30""}",NULL
1789,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","charfactor",NULL,17,NULL,NULL,NULL,"{""clue_id"": ""words-31""}",NULL
1790,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","charfactor",NULL,18,NULL,NULL,NULL,"{""clue_id"": ""words-32""}",NULL
1791,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,19,NULL,NULL,NULL,"{""clue_id"": ""words-8""}",NULL
1792,"2026-01-17 12:44:21.750703-05",33,-100,"clue_pulled","words","charfactor",NULL,20,NULL,NULL,NULL,"{""clue_id"": ""words-28""}",NULL
1793,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","common_scenes",NULL,35,NULL,NULL,NULL,"{""clue_id"": ""art-8""}",NULL
1794,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","meme_scenes",NULL,36,NULL,NULL,NULL,"{""clue_id"": ""art-38""}",NULL
1795,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","common_scenes",NULL,37,NULL,NULL,NULL,"{""clue_id"": ""art-9""}",NULL
1796,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","meme_scenes",NULL,38,NULL,NULL,NULL,"{""clue_id"": ""art-56""}",NULL
1797,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","common_scenes",NULL,39,NULL,NULL,NULL,"{""clue_id"": ""art-13""}",NULL
1798,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","common_scenes",NULL,40,NULL,NULL,NULL,"{""clue_id"": ""art-10""}",NULL
1799,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","meme_scenes",NULL,41,NULL,NULL,NULL,"{""clue_id"": ""art-40""}",NULL
1800,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","meme_scenes",NULL,42,NULL,NULL,NULL,"{""clue_id"": ""art-50""}",NULL
1801,"2026-01-17 12:44:26.356967-05",33,-100,"clue_pulled","art","common_scenes",NULL,43,NULL,NULL,NULL,"{""clue_id"": ""art-16""}",NULL
1802,"2026-01-17 12:44:26.356967-05",33,-100,"shell_pulled","art","meme_scenes",NULL,44,NULL,NULL,NULL,"{}",NULL
1803,"2026-01-17 12:45:12.249682-05",33,800,"quest_guess","cells",NULL,"cells-quest-A",NULL,"1312433244411333","correct",NULL,NULL,NULL
1804,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","meme_scenes",NULL,45,NULL,NULL,NULL,"{""clue_id"": ""art-49""}",NULL
1805,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","common_scenes",NULL,46,NULL,NULL,NULL,"{""clue_id"": ""art-12""}",NULL
1806,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","common_scenes",NULL,47,NULL,NULL,NULL,"{""clue_id"": ""art-14""}",NULL
1807,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","common_scenes",NULL,48,NULL,NULL,NULL,"{""clue_id"": ""art-15""}",NULL
1808,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","common_scenes",NULL,49,NULL,NULL,NULL,"{""clue_id"": ""art-33""}",NULL
1809,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","meme_scenes",NULL,50,NULL,NULL,NULL,"{""clue_id"": ""art-39""}",NULL
1810,"2026-01-17 12:45:20.181112-05",33,-100,"shell_pulled","art","common_scenes",NULL,51,NULL,NULL,NULL,"{}",NULL
1811,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","common_scenes",NULL,52,NULL,NULL,NULL,"{""clue_id"": ""art-4""}",NULL
1812,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","common_scenes",NULL,53,NULL,NULL,NULL,"{""clue_id"": ""art-32""}",NULL
1813,"2026-01-17 12:45:20.181112-05",33,-100,"clue_pulled","art","meme_scenes",NULL,54,NULL,NULL,NULL,"{""clue_id"": ""art-37""}",NULL
1814,"2026-01-17 12:45:20.798221-05",33,0,"quest_guess","art",NULL,"art-quest-M",NULL,"togawa sakiko","incorrect",NULL,NULL,NULL
1815,"2026-01-17 12:45:56.354407-05",33,800,"quest_guess","art",NULL,"art-quest-F",NULL,"BATHTUB","correct",NULL,NULL,NULL
1816,"2026-01-17 12:46:25.780739-05",33,800,"quest_guess","art",NULL,"art-quest-I",NULL,"BANANA","correct",NULL,NULL,NULL
1817,"2026-01-17 12:46:49.332921-05",33,0,"quest_guess","cells",NULL,"cells-quest-B",NULL,"4321321043211432","incorrect",NULL,NULL,NULL
1818,"2026-01-17 12:47:11.664524-05",33,0,"quest_guess","cells",NULL,"cells-quest-Q",NULL,"4656","incorrect",NULL,NULL,NULL
1819,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","easy_as_1_22_333",NULL,1,NULL,NULL,NULL,"{""clue_id"": ""cells-1""}",NULL
1820,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","building_blocks",NULL,2,NULL,NULL,NULL,"{""clue_id"": ""cells-34""}",NULL
1821,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","easy_as_1_22_333",NULL,3,NULL,NULL,NULL,"{""clue_id"": ""cells-2""}",NULL
1822,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","building_blocks",NULL,4,NULL,NULL,NULL,"{""clue_id"": ""cells-35""}",NULL
1823,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","building_blocks",NULL,5,NULL,NULL,NULL,"{""clue_id"": ""cells-34""}",NULL
1824,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","building_blocks",NULL,6,NULL,NULL,NULL,"{""clue_id"": ""cells-35""}",NULL
1825,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","building_blocks",NULL,7,NULL,NULL,NULL,"{""clue_id"": ""cells-36""}",NULL
1826,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","building_blocks",NULL,8,NULL,NULL,NULL,"{""clue_id"": ""cells-37""}",NULL
1827,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","easy_as_1_22_333",NULL,9,NULL,NULL,NULL,"{""clue_id"": ""cells-3""}",NULL
1828,"2026-01-17 12:48:10.943191-05",33,-100,"clue_pulled","cells","building_blocks",NULL,10,NULL,NULL,NULL,"{""clue_id"": ""cells-38""}",NULL
1829,"2026-01-17 12:48:39.253924-05",33,0,"quest_guess","art",NULL,"art-quest-G",NULL,"maraca","incorrect",NULL,NULL,NULL
1830,"2026-01-17 12:48:43.970996-05",33,0,"quest_guess","art",NULL,"art-quest-H",NULL,"green","incorrect",NULL,NULL,NULL
1831,"2026-01-17 12:49:34.073677-05",33,-100,"clue_pulled","cells","easy_as_1_22_333",NULL,11,NULL,NULL,NULL,"{""clue_id"": ""cells-4""}",NULL
1832,"2026-01-17 12:50:11.899799-05",33,0,"quest_guess","art",NULL,"art-quest-N",NULL,"minkey","incorrect",NULL,NULL,NULL
1833,"2026-01-17 12:50:20.209598-05",33,800,"quest_guess","cells",NULL,"cells-quest-D",NULL,"3331142244314133","correct",NULL,NULL,NULL
1834,"2026-01-17 12:51:01.774661-05",33,0,"quest_guess","art",NULL,"art-quest-A",NULL,"4fba1b11a45567f8163253754dee224044069c4a633f23d31de7f5edd09a95dc","incorrect",NULL,NULL,NULL
1835,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,21,NULL,NULL,NULL,"{""clue_id"": ""words-13""}",NULL
1836,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,22,NULL,NULL,NULL,"{""clue_id"": ""words-10""}",NULL
1837,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,23,NULL,NULL,NULL,"{""clue_id"": ""words-3""}",NULL
1838,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","charfactor",NULL,24,NULL,NULL,NULL,"{""clue_id"": ""words-33""}",NULL
1839,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","charfactor",NULL,25,NULL,NULL,NULL,"{""clue_id"": ""words-34""}",NULL
1840,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","charfactor",NULL,26,NULL,NULL,NULL,"{""clue_id"": ""words-35""}",NULL
1841,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","charfactor",NULL,27,NULL,NULL,NULL,"{""clue_id"": ""words-28""}",NULL
1842,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,28,NULL,NULL,NULL,"{""clue_id"": ""words-13""}",NULL
1843,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,29,NULL,NULL,NULL,"{""clue_id"": ""words-1""}",NULL
1844,"2026-01-17 12:51:22.95733-05",33,-100,"clue_pulled","words","charfactor",NULL,30,NULL,NULL,NULL,"{""clue_id"": ""words-27""}",NULL
1845,"2026-01-17 12:51:23.815909-05",33,0,"quest_guess","art",NULL,"art-quest-J",NULL,"a","incorrect",NULL,NULL,NULL
1846,"2026-01-17 12:51:56.061195-05",33,-100,"clue_pulled","cells","easy_as_1_22_333",NULL,12,NULL,NULL,NULL,"{""clue_id"": ""cells-5""}",NULL
1847,"2026-01-17 12:52:06.153623-05",33,0,"quest_guess","art",NULL,"art-quest-A",NULL,"36d1c078395763eade92e4a859681028242b8f2873fe235e7ed96a2a6bad4b90","incorrect",NULL,NULL,NULL
1848,"2026-01-17 12:52:45.7069-05",33,0,"quest_guess","art",NULL,"art-quest-D",NULL,"12","incorrect",NULL,NULL,NULL
1850,"2026-01-17 12:54:19.533036-05",33,0,"hourly_submission","hourlies",NULL,"hourlies-3",NULL,"Connections",NULL,"33:xZ477bZfXM2sL99f",NULL,NULL
1851,"2026-01-17 12:54:52.215516-05",33,0,"quest_guess","cells",NULL,"cells-quest-B",NULL,"4421342034333122","incorrect",NULL,NULL,NULL
1852,"2026-01-17 12:55:49.103536-05",33,0,"quest_guess","art",NULL,"art-quest-L",NULL,"Matisse","incorrect",NULL,NULL,NULL
1853,"2026-01-17 12:56:09.716852-05",33,800,"quest_guess","cells",NULL,"cells-quest-B",NULL,"4321321043215432","correct",NULL,NULL,NULL
1854,"2026-01-17 12:56:21.277197-05",33,0,"quest_guess","art",NULL,"art-quest-N",NULL,"monkey","incorrect",NULL,NULL,NULL
1855,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,31,NULL,NULL,NULL,"{""clue_id"": ""words-7""}",NULL
1856,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","charfactor",NULL,32,NULL,NULL,NULL,"{""clue_id"": ""words-36""}",NULL
1857,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","charfactor",NULL,33,NULL,NULL,NULL,"{""clue_id"": ""words-37""}",NULL
1859,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,34,NULL,NULL,NULL,"{""clue_id"": ""words-12""}",NULL
1860,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","charfactor",NULL,35,NULL,NULL,NULL,"{""clue_id"": ""words-38""}",NULL
1861,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","charfactor",NULL,36,NULL,NULL,NULL,"{""clue_id"": ""words-30""}",NULL
1862,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","charfactor",NULL,37,NULL,NULL,NULL,"{""clue_id"": ""words-39""}",NULL
1863,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","charfactor",NULL,38,NULL,NULL,NULL,"{""clue_id"": ""words-32""}",NULL
1864,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,39,NULL,NULL,NULL,"{""clue_id"": ""words-15""}",NULL
1865,"2026-01-17 12:56:49.904531-05",33,-100,"clue_pulled","words","charfactor",NULL,40,NULL,NULL,NULL,"{""clue_id"": ""words-31""}",NULL
1886,"2026-01-17 12:58:17.984617-05",33,800,"quest_guess","art",NULL,"art-quest-N",NULL,"FOX","correct",NULL,NULL,NULL
1887,"2026-01-17 12:58:32.236104-05",33,0,"quest_guess","words",NULL,"words-quest-K",NULL,"PREMIUM","incorrect",NULL,NULL,NULL
1888,"2026-01-17 12:58:39.893409-05",33,800,"quest_guess","cells",NULL,"cells-quest-C",NULL,"011221122332322334434534","correct",NULL,NULL,NULL
1889,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,41,NULL,NULL,NULL,"{""clue_id"": ""words-3""}",NULL
1890,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,42,NULL,NULL,NULL,"{""clue_id"": ""words-16""}",NULL
1891,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","charfactor",NULL,43,NULL,NULL,NULL,"{""clue_id"": ""words-32""}",NULL
1892,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","charfactor",NULL,44,NULL,NULL,NULL,"{""clue_id"": ""words-35""}",NULL
1893,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,45,NULL,NULL,NULL,"{""clue_id"": ""words-12""}",NULL
1894,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","charfactor",NULL,46,NULL,NULL,NULL,"{""clue_id"": ""words-40""}",NULL
1895,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,47,NULL,NULL,NULL,"{""clue_id"": ""words-4""}",NULL
1896,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","charfactor",NULL,48,NULL,NULL,NULL,"{""clue_id"": ""words-41""}",NULL
1897,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","charfactor",NULL,49,NULL,NULL,NULL,"{""clue_id"": ""words-40""}",NULL
1898,"2026-01-17 12:59:00.567679-05",33,-100,"clue_pulled","words","as_the_fly_crows",NULL,50,NULL,NULL,NULL,"{""clue_id"": ""words-10""}",NULL
1899,"2026-01-17 13:00:48.908649-05",33,0,"quest_guess","words",NULL,"words-quest-C",NULL,"mace","incorrect",NULL,NULL,NULL
1900,"2026-01-17 13:01:18.850682-05",33,800,"quest_guess","art",NULL,"art-quest-D",NULL,"14","correct",NULL,NULL,NULL
1901,"2026-01-17 13:02:55.331097-05",33,0,"quest_guess","words",NULL,"words-quest-E",NULL,"it","incorrect",NULL,NULL,NULL
1902,"2026-01-17 13:03:24.709411-05",33,-100,"clue_pulled","art","meme_scenes",NULL,55,NULL,NULL,NULL,"{""clue_id"": ""art-56""}",NULL
1903,"2026-01-17 13:03:24.709411-05",33,-100,"clue_pulled","art","meme_scenes",NULL,56,NULL,NULL,NULL,"{""clue_id"": ""art-63""}",NULL
1904,"2026-01-17 13:03:24.709411-05",33,-100,"clue_pulled","art","common_scenes",NULL,57,NULL,NULL,NULL,"{""clue_id"": ""art-2""}",NULL
1905,"2026-01-17 13:03:24.709411-05",33,-100,"clue_pulled","art","meme_scenes",NULL,58,NULL,NULL,NULL,"{""clue_id"": ""art-49""}",NULL
1906,"2026-01-17 13:03:24.709411-05",33,-100,"clue_pulled","art","common_scenes",NULL,59,NULL,NULL,NULL,"{""clue_id"": ""art-17""}",NULL
1907,"2026-01-17 13:03:24.709411-05",33,-100,"clue_pulled","art","common_scenes",NULL,60,NULL,NULL,NULL,"{""clue_id"": ""art-22""}",NULL
1908,"2026-01-17 13:03:24.709411-05",33,-100,"clue_pulled","art","meme_scenes",NULL,61,NULL,NULL,NULL,"{""clue_id"": ""art-50""}",NULL
